wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,region,country,region_category
A2H586,JPNK,38785048.0,Amundi JPX Nikkei 400 UCITS ETF EUR (C),2014-11-13,3816,10.454794520547946,Long-only,Luxembourg,EUR,False,False,Accumulating,0.18,Swap based Unfunded,42.0,False,,-2.17,1.86,-3.18,-2.1,2.91,-0.45,26.7,42.28,9.57,13.37,-5.01,0.83,,,25.37,20.14,18.88,-0.02,0.41,0.39,-21.95,-15.8,-15.8,-21.0,APAC,Japan,Developed_APAC
A2AFC1,SUJS,31608372.0,iShares MSCI Japan SRI EUR Hedged UCITS ETF (Acc),2016-04-29,3283,8.994520547945205,Long-only,Ireland,EUR,True,False,Accumulating,0.25,Full replication,41.0,True,55.0,-0.72,2.01,-3.41,-1.43,5.36,7.35,49.0,92.8,18.56,25.23,-7.23,6.33,,,27.55,20.66,19.92,0.27,0.69,0.7,-26.34,-23.01,-23.01,-23.01,APAC,Japan,Developed_APAC
A14X3Z,JPSRT,30068714.0,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (hedged to CHF) A-dis,2015-10-30,3465,9.493150684931509,Long-only,Luxembourg,CHF,True,False,Distributing,0.22,Full replication,41.0,True,60.0,-0.46,2.81,-2.18,-1.72,2.72,9.91,53.82,95.64,13.69,26.83,2.14,3.85,1.08,1.16,24.58,19.54,18.4,0.33,0.77,0.77,-21.37,-17.28,-17.28,-17.28,APAC,Japan,Developed_APAC
A2H587,JPNY,38785051.0,Amundi JPX Nikkei 400 UCITS ETF JPY,2014-11-13,3816,10.454794520547946,Long-only,Luxembourg,JPY,False,False,Accumulating,0.18,Swap based Unfunded,35.0,False,,-2.12,3.76,-4.91,-2.95,3.2,0.85,26.95,41.63,9.79,12.85,-5.33,1.42,,,23.93,19.03,17.85,-0.05,0.41,0.4,-22.18,-15.53,-15.53,-21.0,APAC,Japan,Developed_APAC
A2PL2G,VJPE,51577276.0,Vanguard FTSE Japan UCITS ETF EUR Hedged Accumulating,2020-01-31,1911,5.235616438356164,Long-only,Ireland,EUR,True,True,Accumulating,0.2,Full replication,35.0,False,492.0,-2.24,2.59,-3.46,-3.73,3.14,-0.93,56.34,106.27,17.38,28.85,0.66,5.25,,,27.46,20.64,19.61,-0.03,0.78,0.79,-23.75,-23.41,-23.41,-23.41,APAC,Japan,Developed_APAC
A14MFA,JPEUR,26751440.0,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to EUR) A-dis,2020-06-25,1765,4.835616438356165,Long-only,Luxembourg,EUR,True,True,Distributing,0.15,Full replication,35.0,False,192.0,-2.81,3.57,-5.1,-4.48,1.95,0.04,56.2,,18.29,28.85,0.24,5.55,1.87,1.81,27.0,20.65,,0.0,0.78,,-23.86,-23.86,-23.86,,APAC,Japan,Developed_APAC
A2PRG3,SPJE,49876431.0,iShares Core MSCI Japan IMI UCITS ETF EUR Hedged (Acc),2019-09-26,2038,5.583561643835616,Long-only,Ireland,EUR,True,True,Accumulating,0.17,Optimized sampling,34.0,False,1017.0,-4.43,1.04,-6.28,-4.67,0.39,-1.65,52.46,101.04,17.0,28.52,1.12,3.89,,,27.09,20.17,19.2,-0.06,0.75,0.78,-24.62,-23.13,-23.13,-23.13,APAC,Japan,Developed_APAC
LYX0XA,JPXU,38000866.0,Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - USD Hedged (C),2015-01-30,3738,10.24109589041096,Long-only,Luxembourg,USD,True,False,Accumulating,0.2,Full replication,29.0,True,36.0,-8.52,3.45,-6.54,-9.85,-2.6,-2.09,32.4,71.53,14.98,18.06,4.69,12.82,,,26.13,20.55,19.36,-0.19,0.43,0.58,-26.38,-20.98,-20.98,-20.98,APAC,Japan,Developed_APAC
A143DB,ZPDW,30616386.0,SPDR MSCI Japan EUR Hedged UCITS ETF,2015-11-30,3434,9.408219178082192,Long-only,Ireland,EUR,True,True,Accumulating,0.17,Optimized sampling,26.0,False,183.0,-2.65,3.07,-4.08,-3.64,2.91,-1.27,56.75,108.27,18.41,29.14,-0.1,5.58,,,25.5,19.99,18.93,-0.05,0.81,0.83,-30.53,-23.79,-23.79,-23.79,APAC,Japan,Developed_APAC
A2H58X,TPHU,38785022.0,Amundi Japan Topix UCITS ETF Daily Hedged USD,2015-09-29,3496,9.578082191780824,Long-only,Luxembourg,USD,True,False,Accumulating,0.48,Swap based Unfunded,24.0,False,,-9.95,2.62,-7.9,-9.96,-0.75,-4.77,58.81,108.64,26.44,27.17,10.45,13.07,,,28.57,21.18,19.47,-0.17,0.79,0.81,-25.34,-23.94,-23.94,-23.94,APAC,Japan,Developed_APAC
A1403D,WTIF,30125329.0,WisdomTree Japan Equity UCITS ETF EUR Hedged Acc,2015-11-03,3461,9.482191780821918,Long-only,Ireland,EUR,True,False,Accumulating,0.45,Optimized sampling,24.0,True,494.0,-2.01,3.22,-4.53,-2.99,4.32,-0.7,75.4,157.66,22.74,34.94,9.23,9.94,,,29.44,21.97,20.65,-0.02,0.94,1.01,-38.53,-25.27,-25.27,-25.27,APAC,Japan,Developed_APAC
A3DE9T,AW1Q,116791977.0,UBS ETF (IE) MSCI Japan Climate Paris Aligned UCITS ETF (hedged to EUR) A-acc,2022-05-06,1085,2.972602739726028,Long-only,Ireland,EUR,True,False,Accumulating,0.15,Full replication,19.0,True,54.0,-3.03,2.38,-2.55,-6.08,-2.06,-5.23,,,6.61,24.51,,,,,23.49,,,-0.22,,,-19.29,-19.29,,,APAC,Japan,Developed_APAC
A119J3,XDNG,25395655.0,Xtrackers MSCI Japan Screened UCITS ETF 2D - GBP Hedged,2015-03-31,3678,10.076712328767124,Long-only,Ireland,GBP,True,True,Distributing,0.25,Full replication,17.0,True,178.0,-5.49,3.57,-6.04,-4.75,1.17,0.01,56.84,117.42,24.51,33.15,-3.88,11.13,1.61,1.59,29.18,21.26,20.5,0.0,0.76,0.82,-33.26,-25.94,-25.94,-25.94,APAC,Japan,Developed_APAC
A143NM,DXJP,30125106.0,WisdomTree Japan Equity UCITS ETF GBP Hedged,2015-11-02,3462,9.484931506849316,Long-only,Ireland,GBP,True,False,Distributing,0.45,Optimized sampling,16.0,True,494.0,-4.74,3.77,-6.6,-4.0,2.47,1.37,78.59,178.16,30.23,39.66,4.69,18.04,1.97,1.96,31.53,22.79,21.15,0.04,0.93,1.07,-41.14,-27.32,-27.32,-27.32,APAC,Japan,Developed_APAC
A3CR8E,JRIE,112088839.0,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (dist),2022-03-29,1123,3.0767123287671234,"Long-only, Active",Ireland,USD,False,False,Distributing,0.25,Full replication,16.0,True,129.0,-3.68,2.14,-3.8,-4.36,2.33,-2.37,25.05,,10.17,13.97,,,1.74,1.67,27.22,21.23,,-0.09,0.36,,-17.57,-17.57,-17.57,,APAC,Japan,Developed_APAC
A2PV51,VJPU,51577277.0,Vanguard FTSE Japan UCITS ETF USD Hedged Acc,2020-01-31,1911,5.235616438356164,Long-only,Ireland,USD,True,True,Accumulating,0.2,Full replication,16.0,False,492.0,-10.03,2.92,-7.83,-10.18,-0.88,-4.62,59.05,114.91,27.35,27.27,10.01,14.29,,,28.8,21.23,19.58,-0.16,0.79,0.84,-24.87,-24.35,-24.35,-24.35,APAC,Japan,Developed_APAC
A3DPXK,JPSG,119618752.0,iShares MSCI Japan SRI UCITS ETF GBP Hedged (Acc),2022-06-28,1032,2.8273972602739725,Long-only,Ireland,GBP,True,False,Accumulating,0.25,Full replication,14.0,True,50.0,-2.26,2.51,-4.17,-3.67,1.94,2.94,,,17.32,26.68,,,,,28.6,,,0.1,,,-23.91,-23.91,,,APAC,Japan,Developed_APAC
